"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001EA","S1901_C01_001M","S1901_C01_001MA","S1901_C02_001E","S1901_C02_001M","S1901_C02_001MA","S1901_C02_001EA","S1901_C03_001E","S1901_C03_001M","S1901_C03_001MA","S1901_C03_001EA","S1901_C04_001E","S1901_C04_001M","S1901_C04_001MA","S1901_C04_001EA","S1901_C01_002E","S1901_C01_002M","S1901_C01_002MA","S1901_C01_002EA","S1901_C02_002E","S1901_C02_002EA","S1901_C02_002M","S1901_C02_002MA","S1901_C03_002E","S1901_C03_002EA","S1901_C03_002M","S1901_C03_002MA","S1901_C04_002E","S1901_C04_002EA","S1901_C04_002M","S1901_C04_002MA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C03_003E","S1901_C03_003M","S1901_C03_003MA","S1901_C03_003EA","S1901_C04_003E","S1901_C04_003M","S1901_C04_003MA","S1901_C04_003EA","S1901_C01_004E","S1901_C01_004M","S1901_C01_004MA","S1901_C01_004EA","S1901_C02_004E","S1901_C02_004M","S1901_C02_004MA","S1901_C02_004EA","S1901_C03_004E","S1901_C03_004M","S1901_C03_004MA","S1901_C03_004EA","S1901_C04_004E","S1901_C04_004M","S1901_C04_004MA","S1901_C04_004EA","S1901_C01_005E","S1901_C01_005M","S1901_C01_005MA","S1901_C01_005EA","S1901_C02_005E","S1901_C02_005M","S1901_C02_005MA","S1901_C02_005EA","S1901_C03_005E","S1901_C03_005EA","S1901_C03_005M","S1901_C03_005MA","S1901_C04_005E","S1901_C04_005EA","S1901_C04_005M","S1901_C04_005MA","S1901_C01_006E","S1901_C01_006EA","S1901_C01_006M","S1901_C01_006MA","S1901_C02_006E","S1901_C02_006EA","S1901_C02_006M","S1901_C02_006MA","S1901_C03_006E","S1901_C03_006EA","S1901_C03_006M","S1901_C03_006MA","S1901_C04_006E","S1901_C04_006M","S1901_C04_006MA","S1901_C04_006EA","S1901_C01_007E","S1901_C01_007M","S1901_C01_007MA","S1901_C01_007EA","S1901_C02_007E","S1901_C02_007M","S1901_C02_007MA","S1901_C02_007EA","S1901_C03_007E","S1901_C03_007M","S1901_C03_007MA","S1901_C03_007EA","S1901_C04_007E","S1901_C04_007EA","S1901_C04_007M","S1901_C04_007MA","S1901_C01_008E","S1901_C01_008EA","S1901_C01_008M","S1901_C01_008MA","S1901_C02_008E","S1901_C02_008M","S1901_C02_008MA","S1901_C02_008EA","S1901_C03_008E","S1901_C03_008EA","S1901_C03_008M","S1901_C03_008MA","S1901_C04_008E","S1901_C04_008M","S1901_C04_008MA","S1901_C04_008EA","S1901_C01_009E","S1901_C01_009EA","S1901_C01_009M","S1901_C01_009MA","S1901_C02_009E","S1901_C02_009EA","S1901_C02_009M","S1901_C02_009MA","S1901_C03_009E","S1901_C03_009M","S1901_C03_009MA","S1901_C03_009EA","S1901_C04_009E","S1901_C04_009M","S1901_C04_009MA","S1901_C04_009EA","S1901_C01_010E","S1901_C01_010M","S1901_C01_010MA","S1901_C01_010EA","S1901_C02_010E","S1901_C02_010M","S1901_C02_010MA","S1901_C02_010EA","S1901_C03_010E","S1901_C03_010EA","S1901_C03_010M","S1901_C03_010MA","S1901_C04_010E","S1901_C04_010M","S1901_C04_010MA","S1901_C04_010EA","S1901_C01_011E","S1901_C01_011EA","S1901_C01_011M","S1901_C01_011MA","S1901_C02_011E","S1901_C02_011M","S1901_C02_011MA","S1901_C02_011EA","S1901_C03_011E","S1901_C03_011M","S1901_C03_011MA","S1901_C03_011EA","S1901_C04_011E","S1901_C04_011EA","S1901_C04_011M","S1901_C04_011MA","S1901_C01_012E","S1901_C01_012M","S1901_C01_012MA","S1901_C01_012EA","S1901_C02_012E","S1901_C02_012EA","S1901_C02_012M","S1901_C02_012MA","S1901_C03_012E","S1901_C03_012M","S1901_C03_012MA","S1901_C03_012EA","S1901_C04_012E","S1901_C04_012EA","S1901_C04_012M","S1901_C04_012MA","S1901_C01_013E","S1901_C01_013M","S1901_C01_013MA","S1901_C01_013EA","S1901_C02_013E","S1901_C02_013M","S1901_C02_013MA","S1901_C02_013EA","S1901_C03_013E","S1901_C03_013EA","S1901_C03_013M","S1901_C03_013MA","S1901_C04_013E","S1901_C04_013M","S1901_C04_013MA","S1901_C04_013EA","S1901_C01_014E","S1901_C01_014EA","S1901_C01_014M","S1901_C01_014MA","S1901_C02_014E","S1901_C02_014M","S1901_C02_014MA","S1901_C02_014EA","S1901_C03_014E","S1901_C03_014M","S1901_C03_014MA","S1901_C03_014EA","S1901_C04_014E","S1901_C04_014M","S1901_C04_014MA","S1901_C04_014EA","S1901_C01_015E","S1901_C01_015EA","S1901_C01_015M","S1901_C01_015MA","S1901_C02_015E","S1901_C02_015EA","S1901_C02_015M","S1901_C02_015MA","S1901_C03_015E","S1901_C03_015EA","S1901_C03_015M","S1901_C03_015MA","S1901_C04_015E","S1901_C04_015M","S1901_C04_015MA","S1901_C04_015EA","S1901_C01_016E","S1901_C01_016M","S1901_C01_016MA","S1901_C01_016EA","S1901_C02_016E","S1901_C02_016M","S1901_C02_016MA","S1901_C02_016EA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016MA","S1901_C03_016EA","S1901_C04_016E","S1901_C04_016EA","S1901_C04_016M","S1901_C04_016MA",
"Geography","Geographic Area Name","Households!!Estimate!!Total","Annotation of Households!!Estimate!!Total","Households!!Margin of Error!!Total","Annotation of Households!!Margin of Error!!Total","Families!!Estimate!!Total","Families!!Margin of Error!!Total","Annotation of Families!!Margin of Error!!Total","Annotation of Families!!Estimate!!Total","Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Estimate!!Total","Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Estimate!!Total","Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Families!!Estimate!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Estimate!!Median income (dollars)","Families!!Estimate!!Median income (dollars)","Annotation of Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Margin of Error!!Median income (dollars)","Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Estimate!!Median income (dollars)","Nonfamily households!!Estimate!!Median income (dollars)","Annotation of Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Estimate!!Mean income (dollars)","Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Estimate!!Mean income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Annotation of Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Margin of Error!!Mean income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Estimate!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"8600000US06390","ZCTA5 06390","131","null","50","null","86","49","null","null","80","48","null","null","45","28","null","null","0.0","21.7","null","null","0.0","null","30.5","null","0.0","null","32.1","null","0.0","null","44.2","null","4.6","null","6.7","null","7.0","null","11.1","null","0.0","32.1","null","null","0.0","44.2","null","null","12.2","10.6","null","null","0.0","30.5","null","null","0.0","32.1","null","null","35.6","27.6","null","null","6.9","5.9","null","null","3.5","6.0","null","null","3.8","null","6.4","null","13.3","null","20.6","null","0.0","null","21.7","null","0.0","null","30.5","null","0.0","null","32.1","null","0.0","44.2","null","null","5.3","6.5","null","null","4.7","7.2","null","null","5.0","7.8","null","null","6.7","null","13.9","null","10.7","null","10.4","null","5.8","10.7","null","null","6.3","null","11.7","null","20.0","22.7","null","null","8.4","null","8.6","null","12.8","null","12.7","null","13.8","13.7","null","null","0.0","44.2","null","null","34.4","22.7","null","null","52.3","23.7","null","null","56.3","null","23.4","null","0.0","44.2","null","null","17.6","null","16.9","null","14.0","13.9","null","null","15.0","15.2","null","null","24.4","null","33.0","null","151250","89088","null","null","165400","null","18963","null","165700","9552","null","null","65417","null","89948","null","123712","20843","null","null","144636","23015","null","null","N","N","N","N","83724","57059","null","null","45.0","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.4","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","57.8","null","(X)","(X)",
"8600000US10001","ZCTA5 10001","10473","null","447","null","3029","374","null","null","1969","286","null","null","7444","433","null","null","8.6","1.9","null","null","6.8","null","3.5","null","0.8","null","1.0","null","9.3","null","2.3","null","4.1","null","1.4","null","3.2","null","2.0","null","2.5","2.4","null","null","4.8","1.7","null","null","10.6","2.4","null","null","8.5","4.4","null","null","3.3","2.1","null","null","11.5","2.6","null","null","8.5","2.2","null","null","2.2","1.3","null","null","1.9","null","1.8","null","10.8","null","3.1","null","9.5","null","1.8","null","13.1","null","3.7","null","11.0","null","4.5","null","8.6","2.2","null","null","11.3","2.3","null","null","11.7","4.4","null","null","8.8","4.6","null","null","11.3","null","2.7","null","9.8","null","1.7","null","11.7","4.3","null","null","9.6","null","5.0","null","9.0","2.0","null","null","13.4","null","2.4","null","10.9","null","4.0","null","15.4","5.8","null","null","13.8","2.8","null","null","8.0","2.0","null","null","8.9","3.9","null","null","13.1","null","5.7","null","7.6","2.1","null","null","16.3","null","2.9","null","23.1","5.0","null","null","33.6","7.3","null","null","13.3","null","3.0","null","67795","6489","null","null","81319","null","14794","null","142049","20945","null","null","58083","null","10967","null","121403","11145","null","null","157583","21573","null","null","N","N","N","N","105145","12234","null","null","19.3","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.2","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.9","null","(X)","(X)",
"8600000US10002","ZCTA5 10002","32573","null","617","null","17833","644","null","null","11149","548","null","null","14740","695","null","null","17.5","1.5","null","null","11.9","null","1.9","null","9.4","null","2.1","null","25.0","null","2.4","null","11.5","null","1.3","null","11.9","null","2.0","null","11.3","2.3","null","null","11.2","1.8","null","null","13.7","1.4","null","null","14.9","1.9","null","null","16.0","2.3","null","null","11.8","1.9","null","null","9.4","1.1","null","null","11.6","1.7","null","null","10.3","null","2.1","null","7.3","null","1.6","null","9.6","null","1.3","null","11.5","null","1.8","null","8.9","null","1.9","null","7.5","1.6","null","null","14.6","1.4","null","null","15.7","2.0","null","null","16.7","2.7","null","null","12.4","null","2.1","null","8.3","null","1.3","null","8.3","1.6","null","null","8.4","null","2.2","null","8.1","1.9","null","null","7.9","null","1.2","null","7.0","null","1.3","null","8.8","1.8","null","null","8.7","1.7","null","null","3.7","0.8","null","null","3.7","1.0","null","null","4.5","null","1.3","null","3.8","1.3","null","null","4.0","null","0.6","null","3.5","0.9","null","null","5.6","1.3","null","null","4.2","null","1.1","null","32407","2484","null","null","34724","null","2781","null","39343","5926","null","null","26530","null","2242","null","57063","2629","null","null","56568","3451","null","null","N","N","N","N","56207","4185","null","null","31.1","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.4","null","(X)","(X)",
"8600000US10003","ZCTA5 10003","27326","null","619","null","7238","485","null","null","5810","449","null","null","20088","626","null","null","8.1","1.2","null","null","3.4","null","1.4","null","2.5","null","1.4","null","9.9","null","1.5","null","3.2","null","0.9","null","1.3","null","1.1","null","1.6","1.4","null","null","3.9","1.1","null","null","5.8","1.0","null","null","3.1","1.4","null","null","3.0","1.5","null","null","6.8","1.3","null","null","5.4","0.9","null","null","3.7","1.6","null","null","2.3","null","1.6","null","6.0","null","1.1","null","7.8","null","1.3","null","5.7","null","1.8","null","3.7","null","1.7","null","8.5","1.5","null","null","14.3","1.8","null","null","9.5","2.8","null","null","9.7","3.6","null","null","16.1","null","2.2","null","10.0","null","1.3","null","9.9","2.9","null","null","8.1","null","2.7","null","10.3","1.6","null","null","16.2","null","1.8","null","17.1","null","3.2","null","16.6","3.8","null","null","15.8","2.2","null","null","8.8","1.4","null","null","10.9","2.7","null","null","10.8","null","2.8","null","7.8","1.5","null","null","20.5","null","1.8","null","35.5","3.8","null","null","41.7","4.2","null","null","14.9","null","2.1","null","88601","5397","null","null","138273","null","9947","null","161136","18903","null","null","73011","null","5509","null","140822","5992","null","null","206399","16130","null","null","N","N","N","N","115837","7310","null","null","20.3","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.7","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.2","null","(X)","(X)",
"8600000US10004","ZCTA5 10004","1453","null","179","null","407","111","null","null","387","109","null","null","1046","180","null","null","3.9","2.6","null","null","1.7","null","3.0","null","0.0","null","8.1","null","5.4","null","3.6","null","2.1","null","2.3","null","5.2","null","7.4","null","5.4","7.9","null","null","1.0","1.4","null","null","2.8","3.5","null","null","0.0","7.7","null","null","0.0","8.1","null","null","3.9","4.8","null","null","6.1","4.7","null","null","5.2","5.9","null","null","5.4","null","6.1","null","6.4","null","6.1","null","3.4","null","3.1","null","0.0","null","7.7","null","0.0","null","8.1","null","4.1","4.1","null","null","1.0","1.6","null","null","0.0","7.7","null","null","0.0","8.1","null","null","1.4","null","2.2","null","14.2","null","6.1","null","3.7","4.6","null","null","3.9","null","4.8","null","18.4","8.7","null","null","23.4","null","8.6","null","10.8","null","10.2","null","10.3","10.8","null","null","28.3","11.5","null","null","8.7","3.7","null","null","9.8","8.3","null","null","8.0","null","9.5","null","8.2","4.6","null","null","34.3","null","8.5","null","63.6","15.6","null","null","66.9","16.9","null","null","22.9","null","9.2","null","127448","30284","null","null","250,000+","250,000+","***","***","250,000+","***","***","250,000+","121181","null","18389","null","245827","58099","null","null","435870","146218","null","null","N","N","N","N","171606","55428","null","null","20.0","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.9","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.6","null","(X)","(X)",
