"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_001MA","S1901_C01_001EA","S1901_C02_001E","S1901_C02_001M","S1901_C02_001MA","S1901_C02_001EA","S1901_C03_001E","S1901_C03_001M","S1901_C03_001MA","S1901_C03_001EA","S1901_C04_001E","S1901_C04_001EA","S1901_C04_001M","S1901_C04_001MA","S1901_C01_002E","S1901_C01_002M","S1901_C01_002MA","S1901_C01_002EA","S1901_C02_002E","S1901_C02_002EA","S1901_C02_002M","S1901_C02_002MA","S1901_C03_002E","S1901_C03_002M","S1901_C03_002MA","S1901_C03_002EA","S1901_C04_002E","S1901_C04_002M","S1901_C04_002MA","S1901_C04_002EA","S1901_C01_003E","S1901_C01_003M","S1901_C01_003MA","S1901_C01_003EA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C03_003E","S1901_C03_003EA","S1901_C03_003M","S1901_C03_003MA","S1901_C04_003E","S1901_C04_003EA","S1901_C04_003M","S1901_C04_003MA","S1901_C01_004E","S1901_C01_004EA","S1901_C01_004M","S1901_C01_004MA","S1901_C02_004E","S1901_C02_004M","S1901_C02_004MA","S1901_C02_004EA","S1901_C03_004E","S1901_C03_004EA","S1901_C03_004M","S1901_C03_004MA","S1901_C04_004E","S1901_C04_004M","S1901_C04_004MA","S1901_C04_004EA","S1901_C01_005E","S1901_C01_005M","S1901_C01_005MA","S1901_C01_005EA","S1901_C02_005E","S1901_C02_005M","S1901_C02_005MA","S1901_C02_005EA","S1901_C03_005E","S1901_C03_005EA","S1901_C03_005M","S1901_C03_005MA","S1901_C04_005E","S1901_C04_005EA","S1901_C04_005M","S1901_C04_005MA","S1901_C01_006E","S1901_C01_006M","S1901_C01_006MA","S1901_C01_006EA","S1901_C02_006E","S1901_C02_006M","S1901_C02_006MA","S1901_C02_006EA","S1901_C03_006E","S1901_C03_006EA","S1901_C03_006M","S1901_C03_006MA","S1901_C04_006E","S1901_C04_006EA","S1901_C04_006M","S1901_C04_006MA","S1901_C01_007E","S1901_C01_007EA","S1901_C01_007M","S1901_C01_007MA","S1901_C02_007E","S1901_C02_007M","S1901_C02_007MA","S1901_C02_007EA","S1901_C03_007E","S1901_C03_007M","S1901_C03_007MA","S1901_C03_007EA","S1901_C04_007E","S1901_C04_007M","S1901_C04_007MA","S1901_C04_007EA","S1901_C01_008E","S1901_C01_008EA","S1901_C01_008M","S1901_C01_008MA","S1901_C02_008E","S1901_C02_008EA","S1901_C02_008M","S1901_C02_008MA","S1901_C03_008E","S1901_C03_008EA","S1901_C03_008M","S1901_C03_008MA","S1901_C04_008E","S1901_C04_008M","S1901_C04_008MA","S1901_C04_008EA","S1901_C01_009E","S1901_C01_009M","S1901_C01_009MA","S1901_C01_009EA","S1901_C02_009E","S1901_C02_009EA","S1901_C02_009M","S1901_C02_009MA","S1901_C03_009E","S1901_C03_009EA","S1901_C03_009M","S1901_C03_009MA","S1901_C04_009E","S1901_C04_009EA","S1901_C04_009M","S1901_C04_009MA","S1901_C01_010E","S1901_C01_010M","S1901_C01_010MA","S1901_C01_010EA","S1901_C02_010E","S1901_C02_010M","S1901_C02_010MA","S1901_C02_010EA","S1901_C03_010E","S1901_C03_010EA","S1901_C03_010M","S1901_C03_010MA","S1901_C04_010E","S1901_C04_010EA","S1901_C04_010M","S1901_C04_010MA","S1901_C01_011E","S1901_C01_011M","S1901_C01_011MA","S1901_C01_011EA","S1901_C02_011E","S1901_C02_011EA","S1901_C02_011M","S1901_C02_011MA","S1901_C03_011E","S1901_C03_011EA","S1901_C03_011M","S1901_C03_011MA","S1901_C04_011E","S1901_C04_011M","S1901_C04_011MA","S1901_C04_011EA","S1901_C01_012E","S1901_C01_012M","S1901_C01_012MA","S1901_C01_012EA","S1901_C02_012E","S1901_C02_012M","S1901_C02_012MA","S1901_C02_012EA","S1901_C03_012E","S1901_C03_012M","S1901_C03_012MA","S1901_C03_012EA","S1901_C04_012E","S1901_C04_012M","S1901_C04_012MA","S1901_C04_012EA","S1901_C01_013E","S1901_C01_013EA","S1901_C01_013M","S1901_C01_013MA","S1901_C02_013E","S1901_C02_013M","S1901_C02_013MA","S1901_C02_013EA","S1901_C03_013E","S1901_C03_013M","S1901_C03_013MA","S1901_C03_013EA","S1901_C04_013E","S1901_C04_013M","S1901_C04_013MA","S1901_C04_013EA","S1901_C01_014E","S1901_C01_014EA","S1901_C01_014M","S1901_C01_014MA","S1901_C02_014E","S1901_C02_014EA","S1901_C02_014M","S1901_C02_014MA","S1901_C03_014E","S1901_C03_014EA","S1901_C03_014M","S1901_C03_014MA","S1901_C04_014E","S1901_C04_014EA","S1901_C04_014M","S1901_C04_014MA","S1901_C01_015E","S1901_C01_015M","S1901_C01_015MA","S1901_C01_015EA","S1901_C02_015E","S1901_C02_015M","S1901_C02_015MA","S1901_C02_015EA","S1901_C03_015E","S1901_C03_015M","S1901_C03_015MA","S1901_C03_015EA","S1901_C04_015E","S1901_C04_015EA","S1901_C04_015M","S1901_C04_015MA","S1901_C01_016E","S1901_C01_016M","S1901_C01_016MA","S1901_C01_016EA","S1901_C02_016E","S1901_C02_016EA","S1901_C02_016M","S1901_C02_016MA","S1901_C03_016E","S1901_C03_016EA","S1901_C03_016M","S1901_C03_016MA","S1901_C04_016E","S1901_C04_016M","S1901_C04_016MA","S1901_C04_016EA",
"Geography","Geographic Area Name","Households!!Estimate!!Total","Households!!Margin of Error!!Total","Annotation of Households!!Margin of Error!!Total","Annotation of Households!!Estimate!!Total","Families!!Estimate!!Total","Families!!Margin of Error!!Total","Annotation of Families!!Margin of Error!!Total","Annotation of Families!!Estimate!!Total","Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Estimate!!Total","Nonfamily households!!Estimate!!Total","Annotation of Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Margin of Error!!Total","Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Families!!Estimate!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Families!!Estimate!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Estimate!!Median income (dollars)","Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Estimate!!Median income (dollars)","Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Estimate!!Median income (dollars)","Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Estimate!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Annotation of Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Estimate!!Mean income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Estimate!!Mean income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Estimate!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"8600000US06390","ZCTA5 06390","134","54","null","null","94","43","null","null","79","38","null","null","40","null","33","null","0.0","19.9","null","null","0.0","null","26.8","null","0.0","30.6","null","null","0.0","45.1","null","null","0.7","1.6","null","null","1.1","null","2.3","null","1.3","null","2.7","null","0.0","null","45.1","null","1.5","null","2.1","null","0.0","26.8","null","null","0.0","null","30.6","null","5.0","8.0","null","null","0.0","19.9","null","null","0.0","26.8","null","null","0.0","null","30.6","null","0.0","null","45.1","null","1.5","2.3","null","null","0.0","26.8","null","null","0.0","null","30.6","null","5.0","null","8.7","null","14.9","null","15.7","null","18.1","21.8","null","null","21.5","24.5","null","null","7.5","12.3","null","null","0.0","null","19.9","null","0.0","null","26.8","null","0.0","null","30.6","null","0.0","45.1","null","null","21.6","16.4","null","null","30.9","null","21.2","null","17.7","null","14.0","null","0.0","null","45.1","null","37.3","19.2","null","null","37.2","20.8","null","null","44.3","null","22.3","null","37.5","null","44.2","null","22.4","17.0","null","null","12.8","null","12.5","null","15.2","null","14.8","null","45.0","44.5","null","null","151083","13297","null","null","147500","19625","null","null","151250","33967","null","null","(X)","(X)","(X)","(X)","168193","null","34001","null","144333","27129","null","null","N","N","N","N","224263","83827","null","null","41.0","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","56.4","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","5.0","(X)","(X)","null",
"8600000US10001","ZCTA5 10001","11639","506","null","null","3668","451","null","null","2734","412","null","null","7971","null","524","null","8.6","2.1","null","null","5.2","null","3.6","null","1.9","1.7","null","null","10.1","2.7","null","null","4.1","1.5","null","null","3.3","null","2.5","null","2.1","null","3.0","null","4.5","null","1.8","null","9.3","null","2.5","null","10.6","6.9","null","null","7.8","null","8.1","null","8.6","2.1","null","null","5.1","1.1","null","null","3.2","1.4","null","null","3.0","null","1.7","null","6.0","null","1.5","null","9.2","2.1","null","null","9.7","4.5","null","null","9.8","null","5.2","null","9.0","null","2.3","null","8.5","null","1.9","null","6.4","2.7","null","null","6.7","3.1","null","null","9.6","2.5","null","null","9.8","null","2.0","null","14.8","null","4.9","null","9.6","null","5.5","null","7.6","1.9","null","null","13.2","2.7","null","null","10.3","null","2.9","null","12.4","null","3.8","null","14.3","null","3.6","null","10.0","2.1","null","null","9.5","3.1","null","null","12.4","null","4.0","null","10.3","null","2.9","null","22.1","2.8","null","null","26.9","null","5.2","null","34.1","null","6.7","null","19.9","3.2","null","null","86801","10346","null","null","91418","12053","null","null","(X)","(X)","(X)","(X)","80823","11337","null","null","158183","null","25853","null","179351","28737","null","null","N","N","N","N","147978","33847","null","null","24.0","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.5","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.6","(X)","(X)","null",
"8600000US10002","ZCTA5 10002","33348","548","null","null","17572","657","null","null","9991","617","null","null","15776","null","665","null","15.5","1.7","null","null","9.2","null","2.1","null","6.0","2.3","null","null","23.0","2.5","null","null","12.6","1.3","null","null","13.1","null","2.1","null","14.7","null","2.7","null","12.4","null","1.6","null","14.0","null","1.6","null","15.3","2.3","null","null","16.2","null","3.1","null","12.4","2.2","null","null","8.8","1.4","null","null","12.5","2.4","null","null","11.2","null","2.6","null","6.4","null","1.4","null","10.0","1.4","null","null","12.9","2.1","null","null","10.9","null","2.4","null","6.5","null","1.6","null","14.2","null","1.7","null","15.0","2.2","null","null","13.0","2.8","null","null","12.1","2.1","null","null","7.1","null","1.2","null","7.0","null","1.7","null","6.7","null","2.0","null","7.1","1.9","null","null","8.5","1.2","null","null","7.7","null","1.6","null","10.0","null","2.5","null","9.1","null","1.6","null","3.4","0.6","null","null","2.9","0.9","null","null","4.0","null","1.4","null","3.9","null","1.2","null","5.9","0.7","null","null","4.3","null","0.8","null","7.4","null","1.4","null","7.2","1.3","null","null","33726","3127","null","null","34755","4544","null","null","(X)","(X)","(X)","(X)","27472","3792","null","null","61946","null","2672","null","57927","4110","null","null","69979","6108","null","null","64542","5495","null","null","32.6","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.0","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7","(X)","(X)","null",
"8600000US10003","ZCTA5 10003","27487","679","null","null","7331","581","null","null","6135","511","null","null","20156","null","849","null","6.1","1.0","null","null","2.5","null","1.7","null","1.4","1.7","null","null","7.4","1.2","null","null","1.9","0.7","null","null","1.0","null","0.8","null","1.0","null","1.0","null","2.2","null","0.9","null","7.0","null","1.5","null","3.5","2.4","null","null","1.6","null","1.3","null","8.3","1.8","null","null","4.9","1.2","null","null","4.2","2.1","null","null","3.3","null","1.9","null","5.1","null","1.4","null","6.4","1.2","null","null","4.2","1.8","null","null","3.0","null","1.6","null","7.2","null","1.5","null","13.0","null","1.9","null","9.5","2.9","null","null","8.9","3.0","null","null","14.4","2.2","null","null","11.3","null","1.7","null","9.4","null","2.6","null","9.1","null","2.5","null","12.0","2.1","null","null","15.2","1.8","null","null","14.3","null","3.0","null","14.3","null","3.2","null","15.7","null","2.2","null","11.6","1.7","null","null","13.2","3.0","null","null","14.7","null","3.6","null","10.9","null","1.8","null","22.5","1.9","null","null","38.1","null","3.9","null","42.7","null","4.3","null","16.7","1.9","null","null","98151","5628","null","null","156642","18981","null","null","(X)","(X)","(X)","(X)","86081","3552","null","null","161692","null","10734","null","254227","29785","null","null","N","N","N","N","127381","7777","null","null","23.8","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.3","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.7","(X)","(X)","null",
"8600000US10004","ZCTA5 10004","1574","201","null","null","591","137","null","null","502","120","null","null","983","null","191","null","2.2","1.7","null","null","2.0","null","2.4","null","0.0","5.8","null","null","3.1","2.7","null","null","0.3","0.5","null","null","0.0","null","4.9","null","0.0","null","5.8","null","0.5","null","0.8","null","1.7","null","2.1","null","0.0","4.9","null","null","0.0","null","5.8","null","2.6","3.4","null","null","6.5","5.7","null","null","2.7","5.0","null","null","3.2","null","5.9","null","8.7","null","8.7","null","5.1","3.2","null","null","5.2","5.3","null","null","3.4","null","4.1","null","5.7","null","5.2","null","7.1","null","6.7","null","2.7","5.1","null","null","3.2","6.1","null","null","9.7","9.9","null","null","14.8","null","4.9","null","0.0","null","4.9","null","0.0","null","5.8","null","22.3","7.7","null","null","22.0","7.6","null","null","16.8","null","11.3","null","16.9","null","12.1","null","25.2","null","9.9","null","12.4","6.4","null","null","11.7","10.0","null","null","13.7","null","11.7","null","12.8","null","8.3","null","28.0","7.4","null","null","58.9","null","13.1","null","59.6","null","14.1","null","9.4","5.2","null","null","119691","15833","null","null","224484","52225","null","null","(X)","(X)","(X)","(X)","95444","15507","null","null","177262","null","24337","null","287797","48923","null","null","N","N","N","N","109722","17641","null","null","22.1","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.8","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.5","(X)","(X)","null",
