NAME,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
10960,1,1,1,1,1,1,1,1,1,1,1
10962,1,1,1,1,1,1,1,1,1,1,1
10963,1,1,1,1,1,1,1,1,1,1,1
10964,1,1,1,1,1,1,1,1,1,1,1
10965,1,1,1,1,1,1,1,1,1,1,1
10968,1,1,1,1,1,1,1,1,1,1,1
10969,1,1,1,1,1,1,1,1,1,1,1
10970,1,1,1,1,1,1,1,1,1,1,1
10973,1,1,1,1,1,1,1,1,1,1,1
10974,1,1,1,1,1,1,1,1,1,1,1
10975,1,1,1,1,-1,-1,-1,-1,1,-1,1
10976,0,0,0,0,0,1,0,1,0,0,0
10977,1,1,1,1,1,0,0,0,0,0,0
10979,1,1,1,1,1,1,1,-1,-1,-1,-1
10980,1,1,1,1,1,1,1,1,1,1,1
10983,1,1,1,1,1,1,1,1,1,1,1
10984,1,1,1,1,1,1,1,1,1,1,1
10985,-1,1,-1,-1,-1,-1,1,1,1,1,-1
10986,1,1,1,1,1,1,1,1,1,1,1
10987,1,1,1,1,1,1,1,1,1,1,1
10988,1,1,1,1,1,1,1,1,1,1,1
10989,1,1,1,1,1,1,1,1,1,1,1
10990,1,1,1,1,1,1,1,1,1,1,1
10992,1,1,1,1,1,1,1,1,1,1,1
10993,1,1,1,1,1,0,0,0,0,0,0
10994,1,1,1,1,1,1,1,1,1,1,1
10996,1,1,1,1,1,1,1,1,1,1,1
10998,1,1,1,1,1,1,1,1,1,1,1
11001,1,1,1,1,1,1,1,1,1,1,1
11003,1,1,1,1,1,1,1,1,1,1,1
11004,1,1,1,1,1,1,1,1,1,1,1
11005,1,1,1,1,1,1,0,0,0,1,0
11010,1,1,1,1,1,1,1,1,1,1,1
11020,1,1,1,1,1,1,1,1,1,1,1
11021,1,1,1,1,1,1,1,1,1,1,1
11023,1,1,1,1,1,1,1,1,1,1,1
11024,1,1,1,1,1,1,1,1,1,1,1
11030,1,1,1,1,1,1,1,1,1,1,1
11040,1,1,1,1,1,1,1,1,1,1,1
11042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11050,1,1,1,1,1,1,1,1,1,1,1
11096,1,1,0,1,0,0,0,0,0,0,1
11101,0,0,0,0,0,0,0,1,1,1,1
11102,0,0,0,0,0,0,0,1,1,1,1
11103,1,1,1,1,1,1,1,1,1,1,1
11104,1,1,1,1,0,0,1,0,0,1,1
11105,1,1,1,1,1,1,1,1,1,1,1
11106,0,0,0,0,0,0,0,0,0,1,1
11109,1,1,1,1,1,1,1,1,1,1,1
11201,1,1,1,1,1,1,1,1,1,1,1
11203,0,0,0,0,0,0,0,0,0,0,0
11204,0,0,0,0,0,0,0,0,0,0,0
11205,0,0,0,0,0,0,0,0,0,0,1
11206,0,0,0,0,0,0,0,0,0,0,0
11207,0,0,0,0,0,0,0,0,0,0,0
11208,0,0,0,0,0,0,0,0,0,0,0
11209,1,1,1,1,1,1,1,1,1,1,1
11210,1,1,1,1,1,1,1,1,0,1,1
11211,0,0,0,0,0,1,1,1,1,1,1
11212,0,0,0,0,0,0,0,0,0,0,0
11213,0,0,0,0,0,0,0,0,0,0,0
11214,0,0,0,0,0,0,0,0,0,0,0
11215,1,1,1,1,1,1,1,1,1,1,1
11216,0,0,0,0,0,0,0,0,0,1,1
11217,1,1,1,1,1,1,1,1,1,1,1
11218,1,1,1,1,1,1,1,1,1,1,1
11219,0,0,0,0,0,0,0,0,0,0,0
11220,0,0,0,0,0,0,0,0,0,0,0
11221,0,0,0,0,0,0,0,0,0,0,0
11222,1,1,1,1,1,1,1,1,1,1,1
11223,0,0,0,0,0,0,0,0,0,0,0
11224,0,0,0,0,0,0,0,0,0,0,0
11225,0,0,0,0,0,0,0,0,0,0,1
11226,0,0,0,0,0,0,0,0,0,0,0
11228,1,1,1,1,1,1,1,1,1,1,1
11229,0,0,0,0,0,0,0,0,0,0,1
11230,0,0,0,0,0,0,0,0,0,0,0
11231,1,1,1,1,1,1,1,1,1,1,1
11232,0,0,0,0,0,0,0,0,0,1,1
11233,0,0,0,0,0,0,0,0,0,0,0
11234,1,1,1,1,1,1,1,1,1,1,1
11235,0,0,0,0,0,0,0,0,0,0,0
11236,1,1,1,1,1,1,1,1,1,1,1
11237,0,0,0,0,0,0,0,0,0,0,0
11238,1,1,1,1,1,1,1,1,1,1,1
11239,0,0,0,0,0,0,0,0,0,0,0
11354,0,0,0,0,0,0,0,0,0,0,0
11355,0,0,0,0,0,0,0,0,0,0,0
11356,1,1,1,1,1,0,0,0,0,0,1
11357,1,1,1,1,1,1,1,1,1,1,1
11358,1,1,1,1,1,1,1,1,0,1,1
11359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11360,1,1,1,1,1,1,1,1,1,1,1
11361,1,1,1,1,1,1,1,1,1,1,1
11362,1,1,1,1,1,1,1,1,1,1,1
11363,1,1,1,1,1,1,1,1,1,1,1
11364,1,1,1,1,1,1,1,1,1,1,1
11365,1,1,1,1,1,1,1,1,0,1,1
11366,1,1,1,1,1,1,1,1,1,1,1
11367,1,1,1,1,1,0,0,0,0,0,1
11368,0,0,0,0,0,0,0,0,0,0,0
11369,1,1,1,1,0,0,0,0,0,0,0
11370,1,1,1,1,0,0,0,1,0,1,0
11371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11372,0,0,0,0,0,0,0,0,0,0,0
11373,0,0,0,0,0,0,0,0,0,0,0
11374,1,1,1,0,0,0,0,0,0,1,1
11375,1,1,1,1,1,1,1,1,1,1,1
11377,0,0,0,0,0,0,0,0,0,0,0
11378,1,1,1,1,1,1,1,1,1,1,1
11379,1,1,1,1,1,1,1,1,1,1,1
11385,1,1,0,1,0,1,1,1,1,1,1
11411,1,1,1,1,1,1,1,1,1,1,1
11412,1,1,1,1,1,1,1,1,1,1,1
11413,1,1,1,1,1,1,1,1,1,1,1
11414,1,1,1,1,1,1,1,1,1,1,1
11415,1,1,1,1,1,1,1,1,1,1,1
11416,1,1,1,1,1,1,1,1,1,1,1
11417,1,1,1,1,1,1,1,1,1,1,1
11418,1,1,1,1,1,1,1,1,0,1,1
11419,1,1,1,1,1,1,1,1,1,1,1
11420,1,1,1,1,1,1,1,1,1,1,1
11421,1,1,1,1,1,1,1,1,1,1,1
11422,1,1,1,1,1,1,1,1,1,1,1
11423,1,1,1,1,1,1,1,1,1,1,1
11424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11426,1,1,1,1,1,1,1,1,1,1,1
11427,1,1,1,1,1,1,1,1,1,1,1
11428,1,1,1,1,1,1,1,1,1,1,1
11429,1,1,1,1,1,1,1,1,1,1,1
11430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11432,1,0,0,0,0,0,0,0,0,0,0
11433,0,0,0,0,0,0,0,0,0,0,1
11434,1,1,1,1,1,0,0,0,0,0,0
11435,1,1,1,0,0,0,0,1,0,1,1
11436,1,1,1,1,1,1,1,1,1,1,1
11451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11501,1,1,1,1,1,1,1,1,1,1,1
11507,1,1,1,1,1,1,1,1,1,1,1
11509,1,1,1,1,1,1,1,1,1,1,1
11510,1,1,1,1,1,1,1,1,1,1,1
11514,1,1,1,1,1,1,1,1,1,1,1
11516,1,1,1,1,1,1,1,1,1,1,1
11518,1,1,1,1,1,1,1,1,1,1,1
11520,1,1,1,1,1,1,1,1,1,1,1
11530,1,1,1,1,1,1,1,1,1,1,1
11542,1,1,1,1,1,1,1,1,1,1,1
11545,1,1,1,1,1,1,1,1,1,1,1
11547,1,1,1,1,1,1,1,1,1,0,-1
11548,1,1,1,1,1,1,1,1,1,1,1
11549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11550,1,1,1,1,1,0,0,1,0,1,1
11552,1,1,1,1,1,1,1,1,1,1,1
11553,1,1,1,1,1,1,1,1,1,1,1
11554,1,1,1,1,1,1,1,1,1,1,1
11556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11557,1,1,1,1,1,1,1,1,1,1,1
11558,1,1,1,1,1,1,1,1,1,1,1
11559,1,1,1,1,1,1,1,1,1,1,1
11560,1,1,1,1,1,1,1,1,1,1,1
11561,1,1,1,1,1,1,1,1,1,1,1
11563,1,1,1,1,1,1,1,1,1,1,1
11565,1,1,1,1,1,1,1,1,1,1,1
11566,1,1,1,1,1,1,1,1,1,1,1
11568,1,1,1,1,1,1,1,1,1,1,1
11569,1,1,1,1,1,1,1,1,1,-1,-1
11570,1,1,1,1,1,1,1,1,1,1,1
11572,1,1,1,1,1,1,1,1,1,1,1
11575,1,1,1,1,1,1,1,1,1,1,1
11576,1,1,1,1,1,1,1,1,1,1,1
11577,1,1,1,1,1,1,1,1,1,1,1
11579,1,1,1,1,1,1,1,1,1,1,1
11580,1,1,1,1,1,1,1,1,1,1,1
11581,1,1,1,1,1,1,1,1,1,1,1
11590,1,1,1,1,1,1,1,1,1,1,1
11596,1,1,1,1,1,1,1,1,1,1,1
11598,1,1,1,1,1,1,1,1,1,1,1
11691,0,0,0,0,0,0,0,0,0,0,0
11692,0,0,0,0,0,0,0,0,0,0,0
11693,1,0,0,0,0,0,0,0,0,0,0
11694,1,1,1,1,1,1,1,1,1,1,1
11697,1,1,1,1,1,1,1,1,1,1,1
11701,1,1,1,1,1,1,1,1,1,1,1
11702,1,1,1,1,1,1,1,1,1,1,1
11703,1,1,1,1,1,1,1,1,1,1,1
11704,1,1,1,1,1,1,1,1,1,1,1
11705,1,1,1,1,1,1,1,1,1,1,1
11706,1,1,1,1,1,1,1,1,1,1,1
11709,1,1,1,1,1,1,1,1,1,1,1
11710,1,1,1,1,1,1,1,1,1,1,1
11713,1,1,1,1,1,1,1,1,1,1,1
11714,1,1,1,1,1,1,1,1,1,1,1
11715,1,1,1,1,1,1,1,1,1,1,1
11716,1,1,1,1,1,1,1,1,1,1,1
11717,1,1,1,1,1,1,1,1,1,1,1
11718,1,1,1,1,1,1,1,1,1,1,1
11719,1,1,1,1,1,1,1,1,0,1,1
11720,1,1,1,1,1,1,1,1,1,1,1
11721,1,1,1,1,1,1,1,1,1,1,1
11722,1,1,1,1,1,1,1,1,1,1,1
11724,1,1,1,1,1,1,1,1,1,1,1
11725,1,1,1,1,1,1,1,1,1,1,1
11726,1,1,1,1,1,1,1,1,1,1,1
11727,1,1,1,1,1,1,1,1,1,1,1
11729,1,1,1,1,1,1,1,1,1,1,1
11730,1,1,1,1,1,1,1,1,1,1,1
11731,1,1,1,1,1,1,1,1,1,1,1
11732,1,1,1,1,1,1,1,1,1,1,1
11733,1,1,1,1,1,1,1,1,1,1,1
11735,1,1,1,1,1,1,1,1,1,1,1
11738,1,1,1,1,1,1,1,1,1,1,1
11739,1,1,1,1,1,1,1,1,1,1,1
11740,1,1,1,1,1,1,1,1,1,1,1
11741,1,1,1,1,1,1,1,1,1,1,1
11742,1,1,1,1,1,1,1,1,1,1,1
11743,1,1,1,1,1,1,1,1,1,1,1
11746,1,1,1,1,1,1,1,1,1,1,1
11747,1,1,1,1,1,1,1,1,1,1,1
11749,1,1,1,1,1,1,1,1,1,1,1
11751,1,1,1,1,1,1,1,1,1,1,1
11752,1,1,1,1,1,1,1,1,1,1,1
11753,1,1,1,1,1,1,1,1,1,1,1
11754,1,1,1,1,1,1,1,1,1,1,1
11755,1,1,1,1,1,1,1,1,1,1,1
11756,1,1,1,1,1,1,1,1,1,1,1
11757,1,1,1,1,1,1,1,1,1,1,1
11758,1,1,1,1,1,1,1,1,1,1,1
11762,1,1,1,1,1,1,1,1,1,1,1
11763,1,1,1,1,1,1,1,1,1,1,1
11764,1,1,1,1,1,1,1,1,1,1,1
11765,1,1,1,1,1,1,1,1,1,1,1
11766,1,1,1,1,1,1,1,1,1,1,1
11767,1,1,1,1,1,1,1,1,1,1,1
11768,1,1,1,1,1,1,1,1,1,1,1
11769,1,1,1,1,1,1,1,1,1,1,1
11770,1,1,1,1,1,-1,1,1,-1,-1,1
11771,1,1,1,1,1,1,1,1,1,1,1
11772,1,1,1,1,1,1,1,1,1,1,1
11776,1,1,1,1,1,1,1,1,1,1,1
11777,1,1,1,1,1,1,1,1,1,1,1
11778,1,1,1,1,1,1,1,1,1,1,1
11779,1,1,1,1,1,1,1,1,1,1,1
11780,1,1,1,1,1,1,1,1,1,1,1
11782,1,1,1,1,1,1,1,1,1,1,1
11783,1,1,1,1,1,1,1,1,1,1,1
11784,1,1,1,1,1,1,1,1,1,1,1
11786,1,1,1,1,1,1,1,1,1,1,1
11787,1,1,1,1,1,1,1,1,1,1,1
11788,1,1,1,1,1,1,1,1,1,1,1
11789,1,1,1,1,1,1,1,1,1,1,1
11790,1,1,1,1,1,1,1,1,1,1,1
11791,1,1,1,1,1,1,1,1,1,1,1
11792,1,1,1,1,1,1,1,1,1,1,1
11793,1,1,1,1,1,1,1,1,1,1,1
11794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11795,1,1,1,1,1,1,1,1,1,1,1
11796,1,1,1,1,1,1,1,1,1,1,1
11797,1,1,1,1,1,1,1,1,1,1,1
11798,1,1,1,1,1,1,1,1,1,1,1
11801,1,1,1,1,1,1,1,1,1,1,1
11803,1,1,1,1,1,1,1,1,1,1,1
11804,1,1,1,1,1,1,1,1,1,1,1
11901,1,1,0,1,0,0,0,0,0,1,1
11930,1,1,1,1,1,1,1,1,1,1,1
11931,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11932,1,1,1,1,1,1,1,1,1,1,1
11933,1,1,1,1,1,1,0,1,1,1,0
11934,1,1,1,1,1,1,1,1,1,1,1
11935,1,1,1,1,1,1,1,1,1,1,1
11937,1,1,1,1,1,1,1,1,1,1,1
11939,1,1,1,1,1,1,1,1,1,1,1
11940,1,1,1,1,1,1,1,1,1,1,1
11941,1,1,1,1,1,1,1,1,1,1,1
11942,1,1,1,1,1,1,1,1,1,1,1
11944,1,1,1,1,1,0,0,0,0,0,0
11946,1,1,1,1,1,1,1,1,1,1,1
11947,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
11948,1,1,1,1,1,1,1,1,-1,1,1
11949,1,1,1,1,1,1,1,1,1,1,1
11950,1,1,1,1,1,1,1,1,1,1,1
11951,1,1,1,1,1,1,1,1,1,1,1
11952,1,1,1,1,1,1,1,1,1,1,1
11953,1,1,1,1,1,1,1,1,1,1,1
11954,1,1,1,1,1,1,1,1,1,1,1
11955,1,1,1,1,1,1,1,0,0,1,0
11956,1,0,1,1,-1,1,1,1,1,1,1
11957,1,1,1,1,1,1,1,1,1,1,1
11958,1,1,1,1,1,1,1,-1,1,1,1
11959,1,1,1,1,1,1,1,1,0,1,1
11960,1,1,1,1,1,1,1,1,1,1,1
11961,1,0,1,1,1,1,1,1,1,1,1
11962,1,1,1,1,1,-1,1,1,1,1,1
11963,1,1,1,1,1,1,1,1,1,1,1
11964,1,1,1,1,1,1,1,1,1,1,1
11965,1,1,1,1,1,1,1,1,1,1,1
11967,1,1,1,1,1,1,1,1,1,1,1
11968,1,1,1,1,1,1,1,1,1,1,1
11970,1,1,1,1,-1,-1,-1,-1,-1,0,-1
11971,1,1,1,1,1,1,1,1,1,1,1
11972,1,1,1,1,1,1,1,1,1,1,-1
11973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11975,1,1,1,1,1,1,1,1,1,1,1
11976,1,1,1,1,1,1,1,1,1,1,1
11977,1,1,1,1,1,1,1,1,1,1,1
11978,1,1,1,1,1,1,1,1,1,1,1
11980,1,1,1,1,1,1,1,1,1,1,1
12007,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
12008,0,0,1,1,1,1,1,1,1,1,1
12009,1,1,1,1,1,1,1,1,1,1,1
12010,0,0,0,0,0,0,0,0,0,0,0
12015,1,1,1,1,1,0,0,0,0,1,1
12017,1,1,1,1,1,1,1,1,0,0,-1
12018,1,1,1,1,1,1,1,1,1,1,1
12019,1,1,1,1,1,1,1,1,1,1,1
