,house_number,street,zipcode,boro,latitude,longitude,type_of_violation,status,year_of_violation
834,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2019
835,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2019
836,2630,OCEAN AVENUE,11229,BROOKLYN,40.597617,-73.951085,maintenance code violation,Close,2013
837,237,EAST 194 STREET,10458,BRONX,40.865177,-73.893031,maintenance code violation,Close,2021
838,636,WEST 172 STREET,10032,MANHATTAN,40.844165,-73.939573,maintenance code violation,Close,2019
839,141,HULL STREET,11233,BROOKLYN,40.679448,-73.911748,maintenance code violation,Open,2021
840,1704,MORRIS AVENUE,10457,BRONX,40.844323,-73.909408,maintenance code violation,Close,2021
841,694,ROCKAWAY AVENUE,11212,BROOKLYN,40.662876,-73.909009,maintenance code violation,Close,2021
842,612,BEECH TERRACE,10454,BRONX,40.809455,-73.913845,maintenance code violation,Close,2021
843,612,BEECH TERRACE,10454,BRONX,40.809455,-73.913845,maintenance code violation,Close,2021
844,1054,EAST 15 STREET,11230,BROOKLYN,40.623899,-73.96116,maintenance code violation,Close,2021
845,1176,OCEAN PARKWAY,11230,BROOKLYN,40.620013,-73.969692,maintenance code violation,Close,2021
846,865,EAST 165 STREET,10459,BRONX,40.823922,-73.899153,maintenance code violation,Close,2021
847,1054,EAST 15 STREET,11230,BROOKLYN,40.623899,-73.96116,maintenance code violation,Close,2021
848,87-40,165 STREET,11432,QUEENS,40.709484,-73.797988,maintenance code violation,Close,2016
849,1995,LEXINGTON AVENUE,10035,MANHATTAN,40.8022,-73.938993,maintenance code violation,Open,2022
850,105,WEST 168 STREET,10452,BRONX,40.838398,-73.925141,maintenance code violation,Close,2021
851,664,SAGAMORE STREET,10462,BRONX,40.849074,-73.868724,maintenance code violation,Close,2021
852,351,LEGION STREET,11212,BROOKLYN,40.660205,-73.916106,maintenance code violation,Close,2021
853,351,LEGION STREET,11212,BROOKLYN,40.660205,-73.916106,maintenance code violation,Close,2021
854,351,LEGION STREET,11212,BROOKLYN,40.660205,-73.916106,maintenance code violation,Close,2021
855,598,EAST 183 STREET,10458,BRONX,40.85307,-73.889277,maintenance code violation,Close,2021
856,20,CROOKE AVENUE,11226,BROOKLYN,40.651999,-73.96456,maintenance code violation,Close,2021
857,177,CHRYSTIE STREET,10002,MANHATTAN,40.721071,-73.992341,maintenance code violation,Close,2020
858,1101,CLARKSON AVENUE,11212,BROOKLYN,40.660149,-73.921621,maintenance code violation,Open,2013
859,1232,PACIFIC STREET,11216,BROOKLYN,40.677715,-73.950915,maintenance code violation,Close,2021
860,1232,PACIFIC STREET,11216,BROOKLYN,40.677715,-73.950915,maintenance code violation,Close,2021
861,25-40,23 STREET,11102,QUEENS,40.772795,-73.923673,maintenance code violation,Close,2021
862,40,ARGYLE ROAD,11218,BROOKLYN,40.648604,-73.967733,maintenance code violation,Close,2021
863,6719,13 AVENUE,11219,BROOKLYN,40.624622,-74.002925,maintenance code violation,Close,2020
864,437,MORRIS PARK AVENUE,10460,BRONX,40.840090000000004,-73.873382,maintenance code violation,Close,2021
865,181,ROCKAWAY PARKWAY,11212,BROOKLYN,40.662317,-73.921442,maintenance code violation,Close,2013
866,181,ROCKAWAY PARKWAY,11212,BROOKLYN,40.662317,-73.921442,maintenance code violation,Close,2013
867,4220,15 AVENUE,11219,BROOKLYN,40.636125,-73.983815,maintenance code violation,Open,2013
868,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
869,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
870,6719,13 AVENUE,11219,BROOKLYN,40.624622,-74.002925,maintenance code violation,Close,2020
871,1046,CLAY AVENUE,10456,BRONX,40.8285,-73.912758,maintenance code violation,Close,2020
872,6719,13 AVENUE,11219,BROOKLYN,40.624622,-74.002925,maintenance code violation,Close,2020
873,6719,13 AVENUE,11219,BROOKLYN,40.624622,-74.002925,maintenance code violation,Close,2020
874,3885,BROADWAY,10032,MANHATTAN,40.837406,-73.942441,maintenance code violation,Close,2013
875,99,MARBLE HILL AVENUE,10463,MANHATTAN,40.877059,-73.909248,maintenance code violation,Close,2016
876,128,LEFFERTS PLACE,11238,BROOKLYN,40.680941,-73.959115,maintenance code violation,Close,2021
877,771,EAST 185 STREET,10460,BRONX,40.852437,-73.882818,maintenance code violation,Close,2021
878,771,EAST 185 STREET,10460,BRONX,40.852437,-73.882818,maintenance code violation,Close,2021
879,150,LEFFERTS AVENUE,11225,BROOKLYN,40.66202,-73.956026,maintenance code violation,Close,2021
880,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
881,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
882,1801,MARMION AVENUE,10460,BRONX,40.840329,-73.889728,maintenance code violation,Close,2013
883,66,BLEECKER STREET,11221,BROOKLYN,40.694374,-73.921945,maintenance code violation,Close,2013
884,2800,BAILEY AVENUE,10463,BRONX,40.873356,-73.905554,maintenance code violation,Close,2021
885,3064,BAILEY AVENUE,10463,BRONX,40.877447,-73.902887,maintenance code violation,Close,2021
886,2800,BAILEY AVENUE,10463,BRONX,40.873356,-73.905554,maintenance code violation,Close,2021
887,2800,BAILEY AVENUE,10463,BRONX,40.873356,-73.905554,maintenance code violation,Close,2021
888,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
889,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
890,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
891,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
892,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
893,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
894,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
895,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
896,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
897,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
898,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
899,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
900,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
901,549,ISHAM STREET,10034,MANHATTAN,40.867029,-73.919045,maintenance code violation,Close,2013
902,549,ISHAM STREET,10034,MANHATTAN,40.867029,-73.919045,maintenance code violation,Close,2013
903,549,ISHAM STREET,10034,MANHATTAN,40.867029,-73.919045,maintenance code violation,Close,2013
904,1775,CLAY AVENUE,10457,BRONX,40.846131,-73.90474,maintenance code violation,Close,2021
905,32,CLARKSON AVENUE,11226,BROOKLYN,40.654906,-73.958489,maintenance code violation,Open,2021
906,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2020
907,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2020
908,159,WEST 126 STREET,10027,MANHATTAN,40.809115,-73.946566,maintenance code violation,Close,2013
909,122,EAST 116 STREET,10029,MANHATTAN,40.798906,-73.942312,maintenance code violation,Open,2013
910,122,EAST 116 STREET,10029,MANHATTAN,40.798906,-73.942312,maintenance code violation,Open,2013
911,122,EAST 116 STREET,10029,MANHATTAN,40.798906,-73.942312,maintenance code violation,Close,2013
912,122,EAST 116 STREET,10029,MANHATTAN,40.798906,-73.942312,maintenance code violation,Close,2013
913,71,WEST 118 STREET,10026,MANHATTAN,40.802839,-73.947539,maintenance code violation,Open,2013
914,71,WEST 118 STREET,10026,MANHATTAN,40.802839,-73.947539,maintenance code violation,Open,2013
915,71,WEST 118 STREET,10026,MANHATTAN,40.802839,-73.947539,maintenance code violation,Open,2013
916,109-19,FARMERS BOULEVARD,11412,QUEENS,40.703488,-73.766675,maintenance code violation,Open,2021
917,109-19,FARMERS BOULEVARD,11412,QUEENS,40.703488,-73.766675,maintenance code violation,Open,2021
918,1165,ELTON STREET,11208,BROOKLYN,40.65606,-73.87372,maintenance code violation,Open,2020
919,1101,CLARKSON AVENUE,11212,BROOKLYN,40.660149,-73.921621,maintenance code violation,Open,2013
920,4420,3 AVENUE,11220,BROOKLYN,40.650881,-74.011273,maintenance code violation,Close,2013
921,4420,3 AVENUE,11220,BROOKLYN,40.650881,-74.011273,maintenance code violation,Close,2013
922,179,EAST 93 STREET,10128,MANHATTAN,40.783586,-73.951483,maintenance code violation,Open,2019
923,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2020
924,201,SHERMAN AVENUE,10034,MANHATTAN,40.865381,-73.921101,maintenance code violation,Close,2013
925,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
926,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Close,2020
927,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
928,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
929,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
930,265,EAST 78 STREET,10075,MANHATTAN,40.773035,-73.956426,maintenance code violation,Close,2020
931,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
932,820,FREEMAN STREET,10459,BRONX,40.83037,-73.897101,maintenance code violation,Open,2013
933,94,GREENE AVENUE,11238,BROOKLYN,40.686411,-73.968338,maintenance code violation,Close,2013
934,820,FREEMAN STREET,10459,BRONX,40.83037,-73.897101,maintenance code violation,Open,2013
935,820,FREEMAN STREET,10459,BRONX,40.83037,-73.897101,maintenance code violation,Open,2013
936,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
937,125,LENOX ROAD,11226,BROOKLYN,40.653847999999996,-73.955095,maintenance code violation,Close,2021
938,700,GATES AVENUE,11221,BROOKLYN,40.687809,-73.936668,maintenance code violation,Close,2021
939,201,SHERMAN AVENUE,10034,MANHATTAN,40.865381,-73.921101,maintenance code violation,Close,2013
940,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
941,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
942,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
943,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
944,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Close,2020
945,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
946,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
947,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2020
948,85-53,ELIOT AVENUE,11374,QUEENS,40.728877,-73.871941,maintenance code violation,Close,2014
949,1101,CLARKSON AVENUE,11212,BROOKLYN,40.660149,-73.921621,maintenance code violation,Open,2013
950,224,MACON STREET,11216,BROOKLYN,40.68196,-73.941919,maintenance code violation,Close,2013
951,95-05,41 AVENUE,11373,QUEENS,40.747078,-73.870123,maintenance code violation,Open,2016
952,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
953,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
954,95-05,41 AVENUE,11373,QUEENS,40.747078,-73.870123,maintenance code violation,Open,2016
955,95-05,41 AVENUE,11373,QUEENS,40.747078,-73.870123,maintenance code violation,Open,2016
956,95-05,41 AVENUE,11373,QUEENS,40.747078,-73.870123,maintenance code violation,Open,2016
957,1995,LEXINGTON AVENUE,10035,MANHATTAN,40.8022,-73.938993,maintenance code violation,Open,2022
958,196,HURON STREET,11222,BROOKLYN,40.733144,-73.953472,maintenance code violation,Close,2021
959,1011,CARROLL PLACE,10456,BRONX,40.829817,-73.919387,maintenance code violation,Close,2021
960,1011,CARROLL PLACE,10456,BRONX,40.829817,-73.919387,maintenance code violation,Close,2021
961,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
962,541,BERGEN STREET,11217,BROOKLYN,40.680297,-73.972379,maintenance code violation,Close,2021
963,1278,EAST 85 STREET,11236,BROOKLYN,40.631795,-73.902873,maintenance code violation,Close,2021
964,269,LINDEN STREET,11237,BROOKLYN,40.697737,-73.915157,maintenance code violation,Close,2013
965,84-53,DANA COURT,11379,QUEENS,40.722929,-73.868922,maintenance code violation,Close,2021
966,155,HANCOCK STREET,11216,BROOKLYN,40.682622,-73.949357,maintenance code violation,Open,2020
967,155,HANCOCK STREET,11216,BROOKLYN,40.682622,-73.949357,maintenance code violation,Open,2020
968,155,HANCOCK STREET,11216,BROOKLYN,40.682622,-73.949357,maintenance code violation,Open,2020
969,155,HANCOCK STREET,11216,BROOKLYN,40.682622,-73.949357,maintenance code violation,Open,2020
970,155,HANCOCK STREET,11216,BROOKLYN,40.682622,-73.949357,maintenance code violation,Open,2020
971,483,PACIFIC STREET,11217,BROOKLYN,40.685023,-73.981972,maintenance code violation,Close,2020
972,483,PACIFIC STREET,11217,BROOKLYN,40.685023,-73.981972,maintenance code violation,Close,2020
973,483,PACIFIC STREET,11217,BROOKLYN,40.685023,-73.981972,maintenance code violation,Close,2020
974,354,STATE STREET,11217,BROOKLYN,40.68807,-73.985721,maintenance code violation,Close,2013
975,77,COLUMBIA STREET,10002,MANHATTAN,40.7180568,-73.9801162,DOB Violation,Close,2021
976,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
977,845,WEST END AVE,10025,MANHATTAN,40.798751,-73.9712029,DOB Violation,Close,2021
978,31,E 72 ST,10021,MANHATTAN,40.7719215,-73.9650839,DOB Violation,Close,2020
979,320,BEACH 100 STREET,11694,4,40.58569290000001,-73.8215051,DOB Violation,Close,2017
980,715,ST MARKS AV,7090,BROOKLYN,40.6573234,-74.3374206,DOB Violation,Close,2021
981,1351,BROOKLYN AVENUE,11203,BROOKLYN,40.6403101,-73.94234209999999,DOB Violation,Close,2022
982,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
983,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
984,1,UNITED NATIONS PLAZA,10017,MANHATTAN,40.7506692,-73.96895769999999,DOB Violation,Close,2021
985,1312,INTERVALE AVENUE,10459,BRONX,40.8305508,-73.8927994,DOB Violation,Open,2022
986,21,ST PAULS CT,6340,BROOKLYN,41.345418,-72.0306808,DOB Violation,Close,2021
987,10,CHARLES STREET,10014,MANHATTAN,40.7350726,-74.0008452,DOB Violation,Close,2012
988,1220,PUTNAM AVENUE,11221,BROOKLYN,40.6911308,-73.9155031,DOB Violation,Close,2020
989,77,COLUMBIA STREET,10002,MANHATTAN,40.7180568,-73.9801162,DOB Violation,Close,2021
990,309,HOLLYWOOD AVENUE,90028,4,34.1015455,-118.3402566,DOB Violation,Open,2022
991,4601,DELAFIELD AVENUE,10471,BRONX,40.8938875,-73.9071854,DOB Violation,Open,2022
992,83,WEST 115 STREET,10026,MANHATTAN,40.8012942,-73.9497164,DOB Violation,Open,2022
993,1,UNITED NATIONS PLAZA,10017,MANHATTAN,40.7506692,-73.96895769999999,DOB Violation,Close,2021
994,351,EAST 57 STREET,10019,MANHATTAN,40.767777,-73.98490799999999,DOB Violation,Close,2021
995,356,W 36TH ST,10018,MANHATTAN,40.754235,-73.994905,DOB Violation,Close,2017
996,341,MANOR ROAD,10314,4,40.619647,-74.12270420000002,DOB Violation,Open,2022
997,715,ST MARKS AV,7090,BROOKLYN,40.6573234,-74.3374206,DOB Violation,Close,2020
998,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
999,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1000,591,LEXINGTON AVE,10022,MANHATTAN,40.7575753,-73.9713694,DOB Violation,Close,2020
1001,715,ST MARKS AV,7090,BROOKLYN,40.6573234,-74.3374206,DOB Violation,Close,2020
1002,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1003,1,UNITED NATIONS PLAZA,10017,MANHATTAN,40.7506692,-73.96895769999999,DOB Violation,Close,2021
1004,4601,DELAFIELD AVENUE,10471,BRONX,40.8938875,-73.9071854,DOB Violation,Open,2022
1005,5480,BROADWAY,10463,MANHATTAN,40.8764185,-73.9065054,DOB Violation,Close,2022
1006,109,FABER STREET,10302,STATEN ISLAND,40.6378861,-74.135761,DOB Violation,Close,2014
1007,680,WEST END AVE,10025,MANHATTAN,40.7935381,-73.9741415,DOB Violation,Close,2021
1008,341,MANOR ROAD,10314,4,40.619647,-74.12270420000002,DOB Violation,Open,2022
1009,10-20,NEILSON ST,11691,4,40.6036047,-73.74745639999999,DOB Violation,Close,2021
1010,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1011,341,MANOR ROAD,10314,4,40.619647,-74.12270420000002,DOB Violation,Open,2022
1012,5,LORIMER STREET,11206,BROOKLYN,40.700492,-73.95384589999999,DOB Violation,Close,2021
1013,32,W 82ND ST,10024,MANHATTAN,40.7831438,-73.972787,DOB Violation,Close,2018
1014,100,BANK STREET,10014,MANHATTAN,40.7362367,-74.0070136,DOB Violation,Close,2021
1015,319,BEACH 98 STREET,11694,4,40.5860196,-73.82081579999999,DOB Violation,Close,2017
1016,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1017,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1018,350,EAST 54 STREET,10022,MANHATTAN,40.7564454,-73.9647767,DOB Violation,Close,2017
1019,10-20,NEILSON ST,11691,4,40.6036047,-73.74745639999999,DOB Violation,Close,2021
1020,240,WEST 64 ST,53125,MANHATTAN,42.5481755,-88.5763278,DOB Violation,Close,2021
1021,1340,LAFAYETTE AVENUE,11221,BRONX,40.6933613,-73.92577630000001,DOB Violation,Close,2019
1022,1340,LAFAYETTE AVENUE,11221,BRONX,40.6933613,-73.92577630000001,DOB Violation,Close,2020
1023,309,HOLLYWOOD AVENUE,90028,4,34.1015455,-118.3402566,DOB Violation,Open,2022
1024,2275,OLINVILLE AVENUE,10467,BRONX,40.8599209,-73.8687709,DOB Violation,Close,2021
1025,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1026,715,ST MARKS AV,7090,BROOKLYN,40.6573234,-74.3374206,DOB Violation,Close,2021
1027,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1028,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1029,680,WEST END AVE,10025,MANHATTAN,40.7935381,-73.9741415,DOB Violation,Close,2021
1030,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1031,699,WEST 239TH ST,10463,BRONX,40.8902116,-73.9156825,DOB Violation,Close,2019
1032,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1033,31,E 72 ST,10021,MANHATTAN,40.7719215,-73.9650839,DOB Violation,Close,2020
1034,139,PAYSON AVENUE,10034,MANHATTAN,40.8686268,-73.92512810000001,DOB Violation,Close,2022
1035,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2020
1036,681,WEST END AVE,10025,MANHATTAN,40.7935042,-73.97488109999999,DOB Violation,Close,2021
1037,131,8 AVENUE,11220,MANHATTAN,40.637755,-74.007206,DOB Violation,Close,2011
1038,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2020
1039,1050,CARROLL PL,10456,BRONX,40.8313128,-73.9191323,DOB Violation,Close,2019
1040,310,THIRD AVE,91910,MANHATTAN,32.6408843,-117.0803736,DOB Violation,Close,2020
1041,27,PENNSYLVANIA AVENUE,11207,BROOKLYN,40.6584573,-73.8904498,DOB Violation,Close,2021
1042,98-40,64 AVENUE,11374,4,40.7303116,-73.85678349999999,DOB Violation,Close,2019
1043,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1044,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1045,10-20,NEILSON ST,11691,4,40.6036047,-73.74745639999999,DOB Violation,Close,2021
1046,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1047,680,WEST END AVE,10025,MANHATTAN,40.7935381,-73.9741415,DOB Violation,Close,2021
1048,320,BEACH 100 STREET,11694,4,40.58569290000001,-73.8215051,DOB Violation,Close,2017
1049,46,FULTON STREET,10038,BROOKLYN,40.7081039,-74.0047526,DOB Violation,Close,2019
1050,319,BEACH 98 STREET,11694,4,40.5860196,-73.82081579999999,DOB Violation,Close,2017
1051,620,THWAITES PLACE,10467,BRONX,40.8587056,-73.8700695,DOB Violation,Close,2017
1052,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2020
1053,30,WEST 24 STREET,10010,MANHATTAN,40.7428027,-73.9911523,DOB Violation,Close,2020
1054,2275,OLINVILLE AVENUE,10467,BRONX,40.8599209,-73.8687709,DOB Violation,Close,2021
1055,200,CENTRAL PARK WEST,10024,MANHATTAN,40.7812654,-73.9738201,DOB Violation,Close,2019
1056,32,W 82ND ST,10024,MANHATTAN,40.7831438,-73.972787,DOB Violation,Close,2019
1057,16,E 40 ST,10016,MANHATTAN,40.7515434,-73.9809394,DOB Violation,Close,2020
1058,174,SOUTH AVENUE,10303,STATEN ISLAND,40.6357078,-74.16642929999999,DOB Violation,Close,2015
1059,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1060,220,BEACH 30 STREET,11691,4,40.5954006,-73.76265579999999,DOB Violation,Open,2022
1061,314,WEST 51 STREET,10019,MANHATTAN,40.7631088,-73.9865983,DOB Violation,Close,2018
1062,150-15,HILLSIDE AVE,11432,4,40.7070951,-73.8060189,DOB Violation,Open,2017
1063,838,THIRD AVE,10456,MANHATTAN,40.8327501,-73.9050863,DOB Violation,Close,2021
1064,600,ALBANY AVENUE,11203,BROOKLYN,40.6586799,-73.9402247,DOB Violation,Close,2021
1065,305,E 46TH ST,10017,MANHATTAN,40.7523061,-73.96955129999999,DOB Violation,Close,2021
1066,58-18,64TH STREET,64151,4,39.2105972,-94.64897739999999,DOB Violation,Close,2011
1067,706,MONROE STREET,43604,BROOKLYN,41.6505152,-83.54018669999999,DOB Violation,Open,2022
1068,3000,VALENTINE AVE,10458,BRONX,40.8724137,-73.88522309999999,DOB Violation,Close,2020
1069,744,SCHENCK AVENUE,11207,BROOKLYN,40.6620502,-73.8848587,DOB Violation,Open,2022
1070,45-03,102 STREET,10029,4,40.7910417,-73.95101240000001,DOB Violation,Close,2011
1071,315,EAST 9 STREET,10003,BROOKLYN,40.7289606,-73.9863386,DOB Violation,Close,2022
1072,23,EAST   64 STREET,10065,MANHATTAN,40.76702299999999,-73.9692589,DOB Violation,Close,2019
1073,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2019
1074,412,E 147 ST,10455,BRONX,40.81409610000001,-73.9178032,DOB Violation,Close,2021
1075,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2021
1076,420,5 AVENUE,10018,MANHATTAN,40.7508592,-73.98332429999999,DOB Violation,Close,2020
1077,1010,UNDERHILL AVE,10472,BRONX,40.8267281,-73.8608813,DOB Violation,Close,2018
1078,603,WEST 218 STREET,10034,MANHATTAN,40.8725749,-73.9173527,DOB Violation,Close,2022
1079,310,THIRD AVE,91910,MANHATTAN,32.6408843,-117.0803736,DOB Violation,Close,2020
1080,2780,WEST 5 STREET,11224,BROOKLYN,40.5812821,-73.97199789999999,DOB Violation,Close,2020
1081,1105,8 AVENUE,11220,BROOKLYN,40.637755,-74.007206,DOB Violation,Open,2022
1082,525,NEPTUNE AVE,11224,BROOKLYN,40.5811296,-73.9734833,DOB Violation,Close,2020
1083,525,NEPTUNE AVE,11224,BROOKLYN,40.5811296,-73.9734833,DOB Violation,Close,2020
1084,78,WINDOM AVENUE,10305,STATEN ISLAND,40.59545980000001,-74.064173,DOB Violation,Close,2022
1085,525,NEPTUNE AVE,11224,BROOKLYN,40.5811296,-73.9734833,DOB Violation,Close,2020
1086,39,W 38TH ST,10018,MANHATTAN,40.7518907,-73.98460990000001,DOB Violation,Close,2020
1087,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1088,2155,MADISON AVENUE,10037,MANHATTAN,40.8115306,-73.9359592,DOB Violation,Close,2018
1089,26,WEST 9 STREET,10011,MANHATTAN,40.7332779,-73.99744919999999,DOB Violation,Close,2021
1090,91-14,CORONA AVENUE,11373,4,40.7422762,-73.8730054,DOB Violation,Close,2015
1091,58-04,MAIN STREET,11355,4,40.7450052,-73.8261711,DOB Violation,Close,2017
1092,2777,WEST 5 STREET,11223,BROOKLYN,40.5934772,-73.9759118,DOB Violation,Close,2021
1093,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2019
1094,89-34,162 STREET,10452,4,40.8315201,-73.9292727,DOB Violation,Close,2022
1095,400,EAST 105 STREET,10029,MANHATTAN,40.7879013,-73.9409992,DOB Violation,Close,2022
1096,432,CLERMONT AVENUE,11238,BROOKLYN,40.6848222,-73.9693777,DOB Violation,Open,2022
1097,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2021
1098,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1099,826,59 STREET,10022,BROOKLYN,40.76444490000001,-73.9732803,DOB Violation,Close,2022
1100,284,LAFAYETTE ST,10012,MANHATTAN,40.72431,-73.9962,DOB Violation,Close,2021
1101,2777,WEST 5 STREET,11223,BROOKLYN,40.5934772,-73.9759118,DOB Violation,Close,2020
1102,3314,STEUBEN AVENUE,10467,BRONX,40.8786269,-73.8810718,DOB Violation,Close,2018
1103,201,EDWARD CURRY AVENUE,10314,STATEN ISLAND,40.6112561,-74.1839044,DOB Violation,Close,2018
1104,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2019
1105,17,EAST 70 STREET,10021,MANHATTAN,40.7708506,-73.9666342,DOB Violation,Close,2019
1106,2829,OCEAN PARKWAY,11235,BROOKLYN,40.5807644,-73.9667949,DOB Violation,Close,2019
1107,90,BANK STREET,10014,MANHATTAN,40.736361,-74.0061647,DOB Violation,Open,2022
