,house_number,street,zipcode,boro,latitude,longitude,type_of_violation,status,year_of_violation
1379,42-05,LAYTON STREET,2050,4,-33.8859314,151.1771949,DOB Violation,Open,2022
1380,135-20,39 AVENUE,11354,4,40.7596675,-73.83138579999999,DOB Violation,Close,2021
1381,345,THATFORD AVENUE,11212,BROOKLYN,40.661825,-73.9075716,DOB Violation,Close,2021
1382,6,VARICK STREET,10013,MANHATTAN,40.71936780000001,-74.0065893,DOB Violation,Open,2022
1383,14-04,111 STREET,11368,4,40.7416244,-73.8510208,DOB Violation,Close,2021
1384,14-04,111 STREET,11368,4,40.7416244,-73.8510208,DOB Violation,Close,2021
1385,110,WEST 56 STREET,10019,MANHATTAN,40.7637475,-73.9785033,DOB Violation,Close,2020
1386,2828,WEST 28 STREET,11224,BROOKLYN,40.5746489,-73.9941453,DOB Violation,Open,2022
1387,137,EAST   25 STREET,10010,MANHATTAN,40.740855,-73.983142,DOB Violation,Close,2022
1388,1208,AVENUE U,11229,BROOKLYN,40.5982911,-73.9597017,DOB Violation,Close,2019
1389,3950,BLACKSTONE AVE,10471,BRONX,40.8905234,-73.9105843,DOB Violation,Close,2018
1390,650,WEST END AVENUE,10025,MANHATTAN,40.7924213,-73.97496799999999,DOB Violation,Close,2021
1391,844         ,HUNTS POINT AVENUE,10474,BRONX,40.8176496,-73.8882723,DOB Violation,Close,2013
1392,75,BENNETT ST,30309,STATEN ISLAND,33.8119059,-84.3942201,DOB Violation,Close,2018
1393,240,WEST 65 STREET,10023,MANHATTAN,40.77469139999999,-73.98689329999999,DOB Violation,Close,2022
1394,37-25,32 STREET,10001,4,40.7481097,-73.9872039,DOB Violation,Close,2020
1395,71-28,ROOSEVELT AVENUE,11377,4,40.7463959,-73.89388439999999,DOB Violation,Close,2019
1396,422,84 STREET,10024,BROOKLYN,40.7884906,-73.9810459,DOB Violation,Close,2022
1397,442,5 AVENUE,10018,MANHATTAN,40.7521111,-73.9823202,DOB Violation,Close,2014
1398,25-17,ASTORIA BOULEVARD,11102,4,40.7713566,-73.9221469,DOB Violation,Open,2022
1399,235,WEST 63 ST,10023,MANHATTAN,40.7729227,-73.9857785,DOB Violation,Close,2021
1400,109-24,MERRICK BOULEVARD,11433,4,40.6965981,-73.7839808,DOB Violation,Close,2021
1401,1713,MADISON AVENUE,10029,MANHATTAN,40.798229,-73.9457,DOB Violation,Close,2022
1402,232,E 6 ST,8540,MANHATTAN,68.35686199999999,17.0102185,DOB Violation,Close,2020
1403,326,W 83RD ST,10024,MANHATTAN,40.7872655,-73.9806007,DOB Violation,Close,2017
1404,30,WEST 87 STREET,10024,MANHATTAN,40.7863336,-73.9702616,DOB Violation,Close,2022
1405,99-30,59TH AVENUE,85302,4,33.5758575,-112.1867545,DOB Violation,Close,2013
1406,237,EAST 86 STREET,10028,MANHATTAN,40.7783943,-73.95239339999999,DOB Violation,Close,2020
1407,530,FULTON STREET,11217,BROOKLYN,40.6889209,-73.9816898,DOB Violation,Close,2019
1408,41,CLARK STREET,11201,BROOKLYN,40.6978152,-73.9939694,DOB Violation,Close,2019
1409,135-20,39 AVENUE,11354,4,40.7596675,-73.83138579999999,DOB Violation,Close,2020
1410,7002,BAY PKWAY,11204,BROOKLYN,40.6108489,-73.984984,DOB Violation,Close,2020
1411,790,BUSHWICK AVENUE,11221,BROOKLYN,40.6947857,-73.92840439999999,DOB Violation,Close,2017
1412,38-43,12 STREET,11101,4,40.756924,-73.941626,DOB Violation,Close,2022
1413,920,HYLAN BOULEVARD,10305,STATEN ISLAND,40.597762,-74.073019,DOB Violation,Close,2022
1414,27,PENNSYLVANIA AVENUE,11207,BROOKLYN,40.6584573,-73.8904498,DOB Violation,Close,2020
1415,26,WEST    9 STREET,10011,MANHATTAN,40.7332779,-73.99744919999999,DOB Violation,Close,2015
1416,14-04,111 STREET,11368,4,40.7416244,-73.8510208,DOB Violation,Close,2020
1417,3760,EAST TREMONT AVENUE,10465,BRONX,40.8258697,-73.8215795,DOB Violation,Open,2022
1418,46,E 91ST ST,10128,MANHATTAN,40.7838041,-73.9564469,DOB Violation,Close,2018
1419,650,WEST END AVENUE,10025,MANHATTAN,40.7924213,-73.97496799999999,DOB Violation,Close,2020
1420,5430,NETHERLAND AVE,10471,BRONX,40.9022435,-73.9067183,DOB Violation,Close,2020
1421,159-02,JAMAICA AVE,11432,4,40.7032758,-73.79996489999999,DOB Violation,Close,2020
1422,14-04,111 STREET,11368,4,40.7416244,-73.8510208,DOB Violation,Close,2021
1423,2460,FLATBUSH AVE,11234,BROOKLYN,40.6101236,-73.9235266,DOB Violation,Close,2011
1424,1517,BUSHWICK AVENUE,11207,BROOKLYN,40.6828413,-73.9058314,DOB Violation,Close,2021
1425,1481,STERLING PLACE,11213,BROOKLYN,40.6716371,-73.9293756,DOB Violation,Close,2016
1426,760,BROADWAY,11206,BROOKLYN,40.7000538,-73.9417768,DOB Violation,Close,2020
1427,143,NORTH 9 STREET,11249,BROOKLYN,40.7193696,-73.9568531,DOB Violation,Close,2018
1428,101,HICKS STREET,11201,BROOKLYN,40.6985091,-73.9943117,DOB Violation,Close,2016
1429,30,E 21ST ST,10003,MANHATTAN,40.7379216,-73.9849817,DOB Violation,Close,2021
1430,50,EAST    3 STREET,10003,MANHATTAN,40.7251879,-73.989454,DOB Violation,Close,2022
1431,5415,NETHERLAND AV,10471,BRONX,40.9027359,-73.9073421,DOB Violation,Close,2020
1432,119,SCRIBNER AVENUE,10301,STATEN ISLAND,40.6381239,-74.0860272,DOB Violation,Open,2022
1433,135-09,83RD AVE,11435,4,40.71279029999999,-73.8218527,DOB Violation,Close,2021
1434,164,WEST 25 STREET,10001,MANHATTAN,40.7450405,-73.99437139999999,DOB Violation,Close,2020
1435,237,EAST 86 STREET,10028,MANHATTAN,40.7783943,-73.95239339999999,DOB Violation,Close,2020
1436,74,GATLING PLACE,11209,BROOKLYN,40.618338,-74.02525159999999,DOB Violation,Close,2022
1437,86,THOMAS STREET,10013,MANHATTAN,40.7171339,-74.00860469999999,DOB Violation,Close,2020
1438,273         ,WEST 131 STREET,10027,MANHATTAN,40.8141875,-73.94795409999999,DOB Violation,Close,2013
1439,241,E 21ST ST,10010,MANHATTAN,40.736993,-73.98225939999999,DOB Violation,Close,2019
1440,267,7 AVENUE,11215,BROOKLYN,40.6714728,-73.9873309,DOB Violation,Close,2016
1441,162-45,CROSS BAY BLVD,11414,4,40.6532381,-73.83795490000001,DOB Violation,Close,2021
1442,110,EAST 53 STREET,10022,BROOKLYN,40.7584461,-73.97133140000001,DOB Violation,Close,2020
1443,119,SCRIBNER AVENUE,10301,STATEN ISLAND,40.6381239,-74.0860272,DOB Violation,Open,2022
1444, 273        ,WEST 131 STREET,10027,MANHATTAN,40.8141875,-73.94795409999999,DOB Violation,Close,2017
1445,237,EAST   86 STREET,10028,MANHATTAN,40.7783943,-73.95239339999999,DOB Violation,Close,2017
1446,49,W 86TH ST,10024,MANHATTAN,40.7863669,-73.9714769,DOB Violation,Close,2020
1447,232,E 6 ST,8540,MANHATTAN,68.35686199999999,17.0102185,DOB Violation,Close,2018
1448,326,W 83RD ST,10024,MANHATTAN,40.7872655,-73.9806007,DOB Violation,Close,2019
1449,162-24,JAMAICA AVE,11433,4,40.7044211,-73.7970689,DOB Violation,Close,2016
1450,159-02,JAMAICA AVE,11432,4,40.7032758,-73.79996489999999,DOB Violation,Close,2019
1451,13,8 AVENUE,11220,MANHATTAN,40.637755,-74.007206,DOB Violation,Close,2022
1452,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1453,5701,FORT HAMILTON PARKWAY,11219,BROOKLYN,40.6342905,-74.00343459999999,DOB Violation,Close,2022
1454,584,SACKETT STREET,11215,BROOKLYN,40.6790568,-73.9856544,DOB Violation,Open,2022
1455,620,THWAITES PLACE,10467,BRONX,40.8587056,-73.8700695,DOB Violation,Close,2019
1456,110,EAST 53 STREET,10022,BROOKLYN,40.7584461,-73.97133140000001,DOB Violation,Close,2020
1457,200,MADISON STREET,10016,BROOKLYN,40.74913799999999,-73.98259329999999,DOB Violation,Open,2022
1458,340,EAST 74 ST,10021,MANHATTAN,40.7693044,-73.95577639999999,DOB Violation,Close,2016
1459,783,PARK AVE,10021,MANHATTAN,40.7717983,-73.96300719999999,DOB Violation,Close,2019
1460,30,E 21ST ST,10003,MANHATTAN,40.7379216,-73.9849817,DOB Violation,Close,2021
1461,159-02,JAMAICA AVE,11432,4,40.7032758,-73.79996489999999,DOB Violation,Close,2017
1462,14-04,111 STREET,11368,4,40.7416244,-73.8510208,DOB Violation,Close,2019
1463,760,BROADWAY,11206,BROOKLYN,40.7000538,-73.9417768,DOB Violation,Close,2021
1464,5444,ARLINGTON AVE,92504,BRONX,33.9457331,-117.4217277,DOB Violation,Close,2020
1465,89-34,162 STREET,10452,4,40.8315201,-73.9292727,DOB Violation,Close,2022
1466,23,W 36TH ST,10018,MANHATTAN,40.7504487,-73.9848509,DOB Violation,Close,2014
1467,5420,NETHERLAND AVE,10471,BRONX,40.902217,-73.906234,DOB Violation,Close,2020
1468,228,EAST 46 STREET,10017,MANHATTAN,40.7526764,-73.9715626,DOB Violation,Close,2021
1469,143,NORTH 9 STREET,11249,BROOKLYN,40.7193696,-73.9568531,DOB Violation,Close,2019
1470,5410,NETHERLAND AV,10471,BRONX,40.9023912,-73.9065814,DOB Violation,Close,2020
1471,720,FLUSHING AVENUE,11206,BROOKLYN,40.700066,-73.9433475,DOB Violation,Close,2021
1472,273         ,WEST 131 STREET,10027,MANHATTAN,40.8141875,-73.94795409999999,DOB Violation,Close,2013
1473,237,WEST 63 STREET,10023,MANHATTAN,40.7738249,-73.98750249999999,DOB Violation,Close,2021
1474,145,WEST 44 STREET,10036,MANHATTAN,40.7571092,-73.9847751,DOB Violation,Close,2020
1475,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1476,14-04,111 STREET,11368,4,40.7416244,-73.8510208,DOB Violation,Close,2019
1477,5444,ARLINGTON AVE,92504,BRONX,33.9457331,-117.4217277,DOB Violation,Close,2020
1478,760,BROADWAY,11206,BROOKLYN,40.7000538,-73.9417768,DOB Violation,Close,2020
1479,14-04,111 STREET,11368,4,40.7416244,-73.8510208,DOB Violation,Close,2019
1480,232,E 6 ST,8540,MANHATTAN,68.35686199999999,17.0102185,DOB Violation,Close,2021
1481,892,3 AVENUE,10456,BROOKLYN,40.8327501,-73.9050863,DOB Violation,Close,2011
1482,175-30,LONG ISLAND EXPRESSWAY,11746,4,40.8009424,-73.3342678,DOB Violation,Close,2020
1483,5450,NETHERLAND AVE,10471,BRONX,40.9023912,-73.9065814,DOB Violation,Close,2020
1484,88,WEST BROADWAY,10007,MANHATTAN,40.7153785,-74.0096078,DOB Violation,Close,2021
1485,35,MEADOW STREET,11206,BROOKLYN,40.7110687,-73.9358445,DOB Violation,Close,2015
1486,3713,KINGS HIGHWAY,11234,BROOKLYN,40.621652,-73.9390198,DOB Violation,Close,2018
1487,5440,NETHERLAND AVE,10471,BRONX,40.9025754,-73.9067482,DOB Violation,Close,2020
1488,783,PARK AVE,10021,MANHATTAN,40.7717983,-73.96300719999999,DOB Violation,Close,2017
1489,5445,NETHERLAND AVE,10471,BRONX,40.9028247,-73.9070362,DOB Violation,Close,2020
1490,920,HYLAN BOULEVARD,10305,STATEN ISLAND,40.597762,-74.073019,DOB Violation,Close,2022
1491,71,HUDSON STREET,10013,MANHATTAN,40.7182472,-74.0092061,DOB Violation,Close,2020
1492,310,W 72ND ST,10023,MANHATTAN,40.7798545,-73.9853445,DOB Violation,Close,2021
1493,2-26,50 AVENUE,11101,4,40.7430519,-73.9571613,DOB Violation,Open,2022
1494,32-50,STEINWAY STREET,11103,4,40.7577735,-73.9202983,DOB Violation,Close,2015
1495,2,MOTT STREET,10013,MANHATTAN,40.7138425,-73.998498,DOB Violation,Close,2021
1496,110,EAST 53 STREET,10022,BROOKLYN,40.7584461,-73.97133140000001,DOB Violation,Close,2020
1497,1136,5 AVENUE,10128,MANHATTAN,40.7869137,-73.9561648,DOB Violation,Close,2012
1498,8,JAY STREET,11201,MANHATTAN,40.7045483,-73.98657519999999,DOB Violation,Close,2014
